answered,blockNum,choice,condition,corResp,correct,correct_response,explo,fb,internal_node_id,isStable_1,isStable_2,isStable_3,key_press,newBlock,part,persev,persevResp,rt,sessNum,stableAS,stimulus,subject,task,time_elapsed,training,trap,trial_index,trial_type,trialsInBlock
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.0-3.0,0,0,0,81,true,stim,false,-1,1140.8200000005309,0,0,0,89874,WMM1,215659,false,false,79,image-keyboard-response,1
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.1-3.1,0,0,0,90,false,stim,false,-1,536.4050000007555,0,0,2,89874,WMM1,217705,false,false,82,image-keyboard-response,2
true,1,2,0,1,false,z,true,false,0.0-2.0-0.0-0.2-3.2,0,0,0,68,false,stim,false,-1,536.3649999999325,0,0,1,89874,WMM1,219755,false,false,85,image-keyboard-response,3
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.3-3.3,0,0,0,90,false,stim,false,-1,1095.494999999588,0,0,1,89874,WMM1,222363,false,false,88,image-keyboard-response,4
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.4-3.4,0,0,0,81,false,stim,false,-1,543.670000000915,0,0,0,89874,WMM1,224418,false,false,91,image-keyboard-response,5
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.5-3.5,0,0,0,81,false,stim,false,-1,706.2700000005716,0,0,0,89874,WMM1,226634,false,false,94,image-keyboard-response,6
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.6-3.6,0,0,0,90,false,stim,false,-1,676.2450000005774,0,0,2,89874,WMM1,228818,false,false,97,image-keyboard-response,7
true,1,1,0,1,true,z,false,false,0.0-2.0-0.0-0.7-3.7,0,0,0,90,false,stim,false,-1,475.26499999911175,0,0,2,89874,WMM1,230802,false,true,100,image-keyboard-response,8
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.8-3.8,0,0,0,90,false,stim,false,-1,931.7199999986915,0,0,1,89874,WMM1,233250,false,false,103,image-keyboard-response,9
true,1,2,0,1,false,z,true,false,0.0-2.0-0.1-0.9-3.9,0,0,0,68,false,stim,false,-1,905.5399999997462,0,0,2,89874,WMM1,235669,false,false,106,image-keyboard-response,10
true,1,0,0,0,true,q,false,true,0.0-2.0-0.1-0.10-3.10,0,0,0,81,false,stim,false,-1,745.6199999996752,0,0,0,89874,WMM1,237925,false,false,109,image-keyboard-response,11
true,1,0,0,1,false,z,true,false,0.0-2.0-0.1-0.11-3.11,0,0,0,81,false,stim,false,-1,751.3099999996484,0,0,2,89874,WMM1,240187,false,false,112,image-keyboard-response,12
true,1,1,0,1,true,z,false,false,0.0-2.0-0.1-0.12-3.12,0,0,0,90,false,stim,false,-1,883.0450000004785,0,0,1,89874,WMM1,242580,false,true,115,image-keyboard-response,13
true,1,0,0,1,false,z,true,false,0.0-2.0-0.1-0.13-3.13,0,0,0,81,false,stim,false,-1,653.1200000008685,0,0,1,89874,WMM1,244745,false,false,118,image-keyboard-response,14
true,1,2,0,1,false,z,true,false,0.0-2.0-0.1-0.14-3.14,0,0,0,68,false,stim,false,-1,473.6050000010291,0,0,1,89874,WMM1,246730,false,false,121,image-keyboard-response,15
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.15-3.15,0,0,0,90,false,stim,false,-1,771.5650000009045,0,0,2,89874,WMM1,249017,false,false,124,image-keyboard-response,16
true,1,0,0,0,true,q,false,true,0.0-2.0-0.1-0.16-3.16,0,0,0,81,false,stim,false,-1,619.1249999992433,0,0,0,89874,WMM1,251145,false,false,127,image-keyboard-response,17
true,1,0,0,0,true,q,false,true,0.0-2.0-0.1-0.17-3.17,0,0,0,81,false,stim,false,-1,797.9149999991641,0,0,0,89874,WMM1,253457,false,false,130,image-keyboard-response,18
true,1,0,0,0,true,q,false,true,0.0-2.0-0.2-0.18-3.18,0,0,0,81,false,stim,false,-1,576.9149999996589,0,0,0,89874,WMM1,255544,false,false,133,image-keyboard-response,19
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.19-3.19,0,0,0,90,false,stim,false,-1,456.65499999996973,0,0,2,89874,WMM1,257513,false,false,136,image-keyboard-response,20
true,1,0,0,0,true,q,false,true,0.0-2.0-0.2-0.20-3.20,0,0,0,81,false,stim,false,-1,566.1450000006589,0,0,0,89874,WMM1,259591,false,false,139,image-keyboard-response,21
true,1,2,0,1,false,z,true,false,0.0-2.0-0.2-0.21-3.21,0,0,0,68,false,stim,false,-1,879.4500000003609,0,0,1,89874,WMM1,261984,false,false,142,image-keyboard-response,22
true,1,0,0,0,true,q,false,true,0.0-2.0-0.2-0.22-3.22,0,0,0,81,false,stim,false,-1,1227.1299999993062,0,0,0,89874,WMM1,264726,false,false,145,image-keyboard-response,23
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.23-3.23,0,0,0,90,false,stim,false,-1,549.8050000005751,0,0,1,89874,WMM1,266784,false,false,148,image-keyboard-response,24
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.24-3.24,0,0,0,90,false,stim,false,-1,909.9450000012293,0,0,2,89874,WMM1,269208,false,false,151,image-keyboard-response,25
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.25-3.25,0,0,0,90,false,stim,false,-1,517.0199999993201,0,0,2,89874,WMM1,271240,false,false,154,image-keyboard-response,26
true,1,1,0,1,true,z,false,false,0.0-2.0-0.2-0.26-3.26,0,0,0,90,false,stim,false,-1,894.0650000004098,0,0,1,89874,WMM1,273648,false,true,157,image-keyboard-response,27
true,1,0,0,0,true,q,false,true,0.0-2.0-0.3-0.27-3.27,0,0,0,81,false,stim,false,-1,706.8499999986961,0,0,0,89874,WMM1,275867,false,false,160,image-keyboard-response,28
true,1,1,0,1,true,z,false,true,0.0-2.0-0.3-0.28-3.28,0,0,0,90,false,stim,false,-1,586.9650000004331,0,0,2,89874,WMM1,277968,false,false,163,image-keyboard-response,29
true,1,0,0,0,true,q,false,true,0.0-2.0-0.3-0.29-3.29,0,0,0,81,false,stim,false,-1,606.0749999996624,0,0,0,89874,WMM1,280088,false,false,166,image-keyboard-response,30
true,1,0,0,1,false,z,true,false,0.0-2.0-0.3-0.30-3.30,0,0,0,81,false,stim,false,-1,549.6999999996042,0,1,1,89874,WMM1,282152,false,false,169,image-keyboard-response,31
true,1,0,0,0,true,q,false,true,0.0-2.0-0.3-0.31-3.31,0,0,0,81,false,stim,false,-1,696.1600000013132,0,0,0,89874,WMM1,284359,false,false,172,image-keyboard-response,32
true,1,1,0,1,true,z,false,true,0.0-2.0-0.3-0.32-3.32,0,0,0,90,false,stim,false,-1,917.5149999991409,0,1,1,89874,WMM1,286791,false,false,175,image-keyboard-response,33
