answered,blockNum,choice,condition,corResp,correct,correct_response,explo,fb,internal_node_id,isStable_1,isStable_2,isStable_3,key_press,newBlock,part,persev,persevResp,rt,sessNum,stableAS,stimulus,subject,task,time_elapsed,training,trap,trial_index,trial_type,trialsInBlock
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.0-3.0,0,0,0,81,true,stim,false,-1,1241.0,2,0,0,57493,WMM1,148355,false,false,102,image-keyboard-response,1
true,1,1,0,0,false,q,true,false,0.0-2.0-0.0-0.1-3.1,0,0,0,90,false,stim,false,-1,759.0,2,0,1,57493,WMM1,150621,false,false,105,image-keyboard-response,2
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.2-3.2,0,0,0,81,false,stim,false,-1,1207.0,2,0,0,57493,WMM1,153333,false,false,108,image-keyboard-response,3
true,1,2,0,1,false,z,true,false,0.0-2.0-0.0-0.3-3.3,0,0,0,68,false,stim,false,-1,752.0,2,0,2,57493,WMM1,155590,false,false,111,image-keyboard-response,4
true,1,1,0,1,true,z,false,false,0.0-2.0-0.0-0.4-3.4,0,0,0,90,false,stim,false,-1,971.0,2,0,2,57493,WMM1,158067,false,true,114,image-keyboard-response,5
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.5-3.5,0,0,0,81,false,stim,false,-1,130.0,2,0,1,57493,WMM1,159703,false,false,117,image-keyboard-response,6
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.6-3.6,0,0,0,81,false,stim,false,-1,705.0,2,0,1,57493,WMM1,161913,false,false,120,image-keyboard-response,7
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.7-3.7,0,0,0,81,false,stim,false,-1,767.0,2,0,0,57493,WMM1,164193,false,false,123,image-keyboard-response,8
true,1,0,0,1,false,z,true,false,0.0-2.0-0.0-0.8-3.8,0,0,0,81,false,stim,false,-1,552.9999999999709,2,0,2,57493,WMM1,166252,false,false,126,image-keyboard-response,9
true,1,2,0,1,false,z,true,false,0.0-2.0-0.1-0.9-3.9,0,0,0,68,false,stim,false,-1,684.0,2,0,2,57493,WMM1,168442,false,false,129,image-keyboard-response,10
