answered,blockNum,choice,condition,corResp,correct,correct_response,explo,fb,internal_node_id,isStable_1,isStable_2,isStable_3,key_press,newBlock,part,persev,persevResp,rt,sessNum,stableAS,stimulus,subject,task,time_elapsed,training,trap,trial_index,trial_type,trialsInBlock
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.0-3.0,0,0,0,90,true,stim,false,-1,1492.300000011921,1,0,1,27109,WMM2,194115,false,false,112,image-keyboard-response,1
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.1-3.1,0,0,0,90,false,stim,false,-1,1093.199999988079,1,0,0,27109,WMM2,196730,false,false,115,image-keyboard-response,2
true,1,1,0,2,false,d,true,true,0.0-2.0-0.0-0.2-3.2,0,0,0,90,false,stim,false,-1,447.19999998807907,1,0,2,27109,WMM2,198690,false,true,118,image-keyboard-response,3
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.3-3.3,0,0,0,90,false,stim,false,-1,327.9000000357628,1,0,1,27109,WMM2,200549,false,false,121,image-keyboard-response,4
true,1,1,0,2,false,d,true,false,0.0-2.0-0.0-0.4-3.4,0,0,0,90,false,stim,false,-1,309.9000000357628,1,0,2,27109,WMM2,202386,false,false,124,image-keyboard-response,5
true,1,0,0,1,false,z,true,false,0.0-2.0-0.0-0.5-3.5,0,0,0,81,false,stim,false,-1,846.6000000238419,1,0,0,27109,WMM2,204759,false,false,127,image-keyboard-response,6
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.6-3.6,0,0,0,90,false,stim,false,-1,498.19999998807907,1,0,1,27109,WMM2,206777,false,false,130,image-keyboard-response,7
true,1,2,0,2,true,d,false,true,0.0-2.0-0.0-0.7-3.7,0,0,0,68,false,stim,false,-1,933.3000000119209,1,0,2,27109,WMM2,209232,false,false,133,image-keyboard-response,8
true,1,1,0,1,true,z,false,false,0.0-2.0-0.0-0.8-3.8,0,0,0,90,false,stim,false,-1,416.69999998807907,1,0,0,27109,WMM2,211168,false,true,136,image-keyboard-response,9
true,1,2,0,2,true,d,false,true,0.0-2.0-0.1-0.9-3.9,0,0,0,68,false,stim,false,-1,873.9000000357628,1,0,2,27109,WMM2,213558,false,false,139,image-keyboard-response,10
true,1,0,0,1,false,z,true,false,0.0-2.0-0.1-0.10-3.10,0,0,0,81,false,stim,false,-1,682.6999999880791,1,0,1,27109,WMM2,215768,false,false,142,image-keyboard-response,11
true,1,2,0,1,false,z,true,false,0.0-2.0-0.1-0.11-3.11,0,0,0,68,false,stim,false,-1,697.3999999761581,1,0,1,27109,WMM2,217983,false,false,145,image-keyboard-response,12
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.12-3.12,0,0,0,90,false,stim,false,-1,351.89999997615814,1,0,0,27109,WMM2,219854,false,false,148,image-keyboard-response,13
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.13-3.13,0,0,0,90,false,stim,false,-1,458.30000001192093,1,0,0,27109,WMM2,221846,false,false,151,image-keyboard-response,14
true,1,2,0,2,true,d,false,true,0.0-2.0-0.1-0.14-3.14,0,0,0,68,false,stim,false,-1,1400.0,1,0,2,27109,WMM2,224775,false,false,154,image-keyboard-response,15
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.15-3.15,0,0,0,90,false,stim,false,-1,605.6000000238419,1,0,1,27109,WMM2,226911,false,false,157,image-keyboard-response,16
true,1,2,0,2,true,d,false,true,0.0-2.0-0.1-0.16-3.16,0,0,0,68,false,stim,false,-1,475.39999997615814,1,0,2,27109,WMM2,228916,false,false,160,image-keyboard-response,17
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.17-3.17,0,0,0,90,false,stim,false,-1,412.30000001192093,1,0,0,27109,WMM2,230840,false,false,163,image-keyboard-response,18
true,1,2,0,2,true,d,false,true,0.0-2.0-0.2-0.18-3.18,0,0,0,68,false,stim,false,-1,464.69999998807907,1,0,2,27109,WMM2,232828,false,false,166,image-keyboard-response,19
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.19-3.19,0,0,0,90,false,stim,false,-1,398.10000002384186,1,0,0,27109,WMM2,234739,false,false,169,image-keyboard-response,20
true,1,2,0,2,true,d,false,false,0.0-2.0-0.2-0.20-3.20,0,0,0,68,false,stim,false,-1,437.60000002384186,1,0,2,27109,WMM2,236706,false,true,172,image-keyboard-response,21
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.21-3.21,0,0,0,90,false,stim,false,-1,564.5,1,0,1,27109,WMM2,238786,false,false,175,image-keyboard-response,22
true,1,1,0,1,true,z,false,false,0.0-2.0-0.2-0.22-3.22,0,0,0,90,false,stim,false,-1,498.5,1,1,0,27109,WMM2,240806,false,true,178,image-keyboard-response,23
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.23-3.23,0,0,0,90,false,stim,false,-1,449.10000002384186,1,0,1,27109,WMM2,242790,false,false,181,image-keyboard-response,24
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.24-3.24,0,0,0,90,false,stim,false,-1,860.3000000119209,1,0,1,27109,WMM2,245171,false,false,184,image-keyboard-response,25
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.25-3.25,0,0,0,90,false,stim,false,-1,1394.8999999761581,1,1,0,27109,WMM2,248095,false,false,187,image-keyboard-response,26
true,1,1,0,2,false,d,true,false,0.0-2.0-0.2-0.26-3.26,0,0,0,90,false,stim,false,-1,1713.8999999761581,1,0,2,27109,WMM2,251327,false,false,190,image-keyboard-response,27
true,1,1,0,2,false,d,true,false,0.0-2.0-0.3-0.27-3.27,0,0,0,90,false,stim,false,-1,1090.199999988079,1,0,2,27109,WMM2,253942,false,false,193,image-keyboard-response,28
true,1,1,0,1,true,z,false,true,0.0-2.0-0.3-0.28-3.28,0,0,0,90,false,stim,false,-1,648.0,1,1,0,27109,WMM2,256106,false,false,196,image-keyboard-response,29
true,1,1,0,1,true,z,false,true,0.0-2.0-0.3-0.29-3.29,0,0,0,90,false,stim,false,-1,981.8000000119209,1,0,1,27109,WMM2,258617,false,false,199,image-keyboard-response,30
true,1,1,0,1,true,z,false,true,0.0-2.0-0.3-0.30-3.30,0,0,0,90,false,stim,false,-1,854.7000000476837,1,1,0,27109,WMM2,261004,false,false,202,image-keyboard-response,31
true,1,1,0,1,true,z,false,true,0.0-2.0-0.3-0.31-3.31,0,0,0,90,false,stim,false,-1,1313.199999988079,1,0,1,27109,WMM2,263836,false,false,205,image-keyboard-response,32
true,2,1,1,1,true,z,false,true,0.0-2.0-0.3-0.32-3.32,1,0,0,90,true,stim,false,1,566.1999999880791,1,1,0,27109,WMM2,265921,false,false,208,image-keyboard-response,1
true,2,1,1,2,false,d,false,true,0.0-2.0-0.3-0.33-3.33,1,0,0,90,false,stim,true,1,450.4000000357628,1,0,1,27109,WMM2,267900,false,true,211,image-keyboard-response,2
true,2,1,1,0,false,q,true,false,0.0-2.0-0.3-0.34-3.34,1,0,0,90,false,stim,false,2,669.5999999642372,1,0,2,27109,WMM2,270094,false,false,214,image-keyboard-response,3
true,2,1,1,0,false,q,true,false,0.0-2.0-0.3-0.35-3.35,1,0,0,90,false,stim,false,2,579.4000000357628,1,0,2,27109,WMM2,272212,false,false,217,image-keyboard-response,4
true,2,1,1,0,false,q,true,false,0.0-2.0-0.4-0.36-3.36,1,0,0,90,false,stim,false,2,901.8000000119209,1,0,2,27109,WMM2,274635,false,false,220,image-keyboard-response,5
true,2,1,1,1,true,z,false,true,0.0-2.0-0.4-0.37-3.37,1,0,0,90,false,stim,false,1,827.3999999761581,1,1,0,27109,WMM2,276980,false,false,223,image-keyboard-response,6
true,2,1,1,2,false,d,false,false,0.0-2.0-0.4-0.38-3.38,1,0,0,90,false,stim,true,1,907.8999999761581,1,0,1,27109,WMM2,279411,false,false,226,image-keyboard-response,7
true,2,1,1,2,false,d,false,false,0.0-2.0-0.4-0.39-3.39,1,0,0,90,false,stim,true,1,675.1000000238419,1,0,1,27109,WMM2,281621,false,false,229,image-keyboard-response,8
true,2,1,1,0,false,q,true,false,0.0-2.0-0.4-0.40-3.40,1,0,0,90,false,stim,false,2,1321.8999999761581,1,0,2,27109,WMM2,284464,false,false,232,image-keyboard-response,9
true,2,1,1,1,true,z,false,true,0.0-2.0-0.4-0.41-3.41,1,0,0,90,false,stim,false,1,569.6999999880791,1,1,0,27109,WMM2,286556,false,false,235,image-keyboard-response,10
true,2,0,1,2,false,d,true,false,0.0-2.0-0.4-0.42-3.42,1,0,0,81,false,stim,false,1,995.5,1,0,1,27109,WMM2,289067,false,false,238,image-keyboard-response,11
true,2,1,1,0,false,q,true,false,0.0-2.0-0.4-0.43-3.43,1,0,0,90,false,stim,false,2,1572.300000011921,1,0,2,27109,WMM2,292158,false,false,241,image-keyboard-response,12
true,2,2,1,1,false,z,true,false,0.0-2.0-0.4-0.44-3.44,1,0,0,68,false,stim,false,1,806.6000000238419,1,1,0,27109,WMM2,294485,false,false,244,image-keyboard-response,13
true,2,1,1,2,false,d,false,false,0.0-2.0-0.5-0.45-3.45,1,0,0,90,false,stim,true,1,479.80000001192093,1,0,1,27109,WMM2,296484,false,false,247,image-keyboard-response,14
false,2,-1,1,2,false,d,true,false,0.0-2.0-0.5-0.46-3.46,1,0,0,,false,stim,false,1,,1,0,1,27109,WMM2,301014,false,false,250,image-keyboard-response,15
true,2,2,1,0,false,q,false,false,0.0-2.0-0.5-0.47-3.47,1,0,0,68,false,stim,true,2,1544.1000000238419,1,0,2,27109,WMM2,304098,false,false,253,image-keyboard-response,16
true,2,1,1,1,true,z,false,true,0.0-2.0-0.5-0.48-3.48,1,0,0,90,false,stim,false,1,1348.1000000238419,1,1,0,27109,WMM2,306965,false,false,256,image-keyboard-response,17
