answered,blockNum,choice,condition,corResp,correct,correct_response,explo,fb,internal_node_id,isStable_1,isStable_2,isStable_3,key_press,newBlock,part,persev,persevResp,rt,sessNum,stableAS,stimulus,subject,task,time_elapsed,training,trap,trial_index,trial_type,trialsInBlock
true,1,1,0,0,false,q,true,false,0.0-2.0-0.0-0.0-3.0,0,0,0,90,true,stim,false,-1,852.0,2,0,1,31360,task2,233013,false,false,184,image-keyboard-response,1
true,1,2,0,1,false,z,true,false,0.0-2.0-0.0-0.1-3.1,0,0,0,68,false,stim,false,-1,564.0,2,0,2,31360,task2,235083,false,false,187,image-keyboard-response,2
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.2-3.2,0,0,0,81,false,stim,false,-1,685.0,2,0,1,31360,task2,237273,false,false,190,image-keyboard-response,3
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.3-3.3,0,0,0,90,false,stim,false,-1,632.0,2,0,2,31360,task2,239411,false,false,193,image-keyboard-response,4
true,1,2,0,1,false,z,true,false,0.0-2.0-0.0-0.4-3.4,0,0,0,68,false,stim,false,-1,421.0000000000291,2,0,0,31360,task2,241336,false,false,196,image-keyboard-response,5
true,1,0,0,1,false,z,true,false,0.0-2.0-0.0-0.5-3.5,0,0,0,81,false,stim,false,-1,461.0,2,0,0,31360,task2,243302,false,false,199,image-keyboard-response,6
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.6-3.6,0,0,0,90,false,stim,false,-1,366.0000000000291,2,0,0,31360,task2,245175,false,false,202,image-keyboard-response,7
true,1,0,0,0,true,q,false,true,0.0-2.0-0.0-0.7-3.7,0,0,0,81,false,stim,false,-1,442.9999999999709,2,0,1,31360,task2,247125,false,false,205,image-keyboard-response,8
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.8-3.8,0,0,0,90,false,stim,false,-1,559.0,2,0,2,31360,task2,249189,false,false,208,image-keyboard-response,9
true,1,1,0,0,false,q,true,false,0.0-2.0-0.1-0.9-3.9,0,0,0,90,false,stim,false,-1,700.0,2,0,1,31360,task2,251394,false,false,211,image-keyboard-response,10
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.10-3.10,0,0,0,90,false,stim,false,-1,672.0,2,0,2,31360,task2,253571,false,false,214,image-keyboard-response,11
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.11-3.11,0,0,0,90,false,stim,false,-1,399.9999999999709,2,0,0,31360,task2,255476,false,false,217,image-keyboard-response,12
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.12-3.12,0,0,0,90,false,stim,false,-1,388.0000000000291,2,0,0,31360,task2,257369,false,false,220,image-keyboard-response,13
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.13-3.13,0,0,0,90,false,stim,false,-1,384.0000000000291,2,0,0,31360,task2,259259,false,false,223,image-keyboard-response,14
true,1,0,0,1,false,z,true,true,0.0-2.0-0.1-0.14-3.14,0,0,0,81,false,stim,false,-1,662.9999999999709,2,0,2,31360,task2,261427,false,true,226,image-keyboard-response,15
true,1,0,0,0,true,q,false,true,0.0-2.0-0.1-0.15-3.15,0,0,0,81,false,stim,false,-1,508.0,2,0,1,31360,task2,263440,false,false,229,image-keyboard-response,16
true,1,0,0,0,true,q,false,true,0.0-2.0-0.1-0.16-3.16,0,0,0,81,false,stim,false,-1,357.0,2,0,1,31360,task2,265302,false,false,232,image-keyboard-response,17
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.17-3.17,0,0,0,90,false,stim,false,-1,631.0,2,0,2,31360,task2,267438,false,false,235,image-keyboard-response,18
true,1,1,0,0,false,q,true,false,0.0-2.0-0.2-0.18-3.18,0,0,0,90,false,stim,false,-1,580.0,2,0,1,31360,task2,269524,false,false,238,image-keyboard-response,19
true,1,0,0,1,false,z,true,false,0.0-2.0-0.2-0.19-3.19,0,0,0,81,false,stim,false,-1,355.0,2,0,0,31360,task2,271384,false,false,241,image-keyboard-response,20
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.20-3.20,0,0,0,90,false,stim,false,-1,437.0,2,0,2,31360,task2,273325,false,false,244,image-keyboard-response,21
true,1,1,0,0,false,q,true,false,0.0-2.0-0.2-0.21-3.21,0,0,0,90,false,stim,false,-1,417.0,2,0,1,31360,task2,275245,false,false,247,image-keyboard-response,22
true,1,0,0,0,true,q,false,true,0.0-2.0-0.2-0.22-3.22,0,0,0,81,false,stim,false,-1,423.0,2,0,1,31360,task2,277173,false,false,250,image-keyboard-response,23
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.23-3.23,0,0,0,90,false,stim,false,-1,520.0,2,1,0,31360,task2,279197,false,false,253,image-keyboard-response,24
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.24-3.24,0,0,0,90,false,stim,false,-1,438.0,2,0,2,31360,task2,281140,false,false,256,image-keyboard-response,25
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.25-3.25,0,0,0,90,false,stim,false,-1,645.0,2,0,2,31360,task2,283290,false,false,259,image-keyboard-response,26
