answered,blockNum,choice,condition,corResp,correct,correct_response,explo,fb,internal_node_id,isStable_1,isStable_2,isStable_3,key_press,newBlock,part,persev,persevResp,rt,sessNum,stableAS,stimulus,subject,task,time_elapsed,training,trap,trial_index,trial_type,trialsInBlock
true,1,0,0,1,false,z,true,false,0.0-2.0-0.0-0.0-3.0,0,0,0,81,true,stim,false,-1,576.0,1,0,2,31360,task1,327013,false,false,79,image-keyboard-response,1
true,1,1,0,2,false,d,true,false,0.0-2.0-0.0-0.1-3.1,0,0,0,90,false,stim,false,-1,524.0,1,0,0,31360,task1,329043,false,false,82,image-keyboard-response,2
true,1,2,0,0,false,q,true,false,0.0-2.0-0.0-0.2-3.2,0,0,0,68,false,stim,false,-1,374.0,1,0,1,31360,task1,330924,false,false,85,image-keyboard-response,3
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.3-3.3,0,0,0,90,false,stim,false,-1,576.0,1,0,2,31360,task1,333005,false,false,88,image-keyboard-response,4
true,1,0,0,2,false,d,true,false,0.0-2.0-0.0-0.4-3.4,0,0,0,81,false,stim,false,-1,379.0000000000582,1,0,0,31360,task1,334890,false,false,91,image-keyboard-response,5
true,1,1,0,1,true,z,false,true,0.0-2.0-0.0-0.5-3.5,0,0,0,90,false,stim,false,-1,358.0,1,0,2,31360,task1,336755,false,false,94,image-keyboard-response,6
true,1,2,0,0,false,q,true,false,0.0-2.0-0.0-0.6-3.6,0,0,0,68,false,stim,false,-1,470.0,1,0,1,31360,task1,338731,false,false,97,image-keyboard-response,7
true,1,0,0,2,false,d,true,true,0.0-2.0-0.0-0.7-3.7,0,0,0,81,false,stim,false,-1,458.0,1,0,0,31360,task1,340697,false,true,100,image-keyboard-response,8
true,1,2,0,0,false,q,true,false,0.0-2.0-0.0-0.8-3.8,0,0,0,68,false,stim,false,-1,814.0,1,0,1,31360,task1,343032,false,false,103,image-keyboard-response,9
true,1,1,0,1,true,z,false,true,0.0-2.0-0.1-0.9-3.9,0,0,0,90,false,stim,false,-1,656.0,1,0,2,31360,task1,345194,false,false,106,image-keyboard-response,10
true,1,0,0,0,true,q,false,false,0.0-2.0-0.1-0.10-3.10,0,0,0,81,false,stim,false,-1,1210.0,1,0,1,31360,task1,347909,false,true,109,image-keyboard-response,11
true,1,0,0,2,false,d,true,false,0.0-2.0-0.1-0.11-3.11,0,0,0,81,false,stim,false,-1,579.0,1,0,0,31360,task1,349995,false,false,112,image-keyboard-response,12
true,1,1,0,0,false,q,true,false,0.0-2.0-0.1-0.12-3.12,0,0,0,90,false,stim,false,-1,448.0,1,0,1,31360,task1,351949,false,false,115,image-keyboard-response,13
true,1,2,0,1,false,z,true,false,0.0-2.0-0.1-0.13-3.13,0,0,0,68,false,stim,false,-1,541.0,1,0,2,31360,task1,353994,false,false,118,image-keyboard-response,14
true,1,1,0,2,false,d,true,true,0.0-2.0-0.1-0.14-3.14,0,0,0,90,false,stim,false,-1,937.0,1,0,0,31360,task1,356437,false,true,121,image-keyboard-response,15
true,1,1,0,2,false,d,true,false,0.0-2.0-0.1-0.15-3.15,0,0,0,90,false,stim,false,-1,474.0,1,0,0,31360,task1,358417,false,false,124,image-keyboard-response,16
true,1,0,0,1,false,z,true,false,0.0-2.0-0.1-0.16-3.16,0,0,0,81,false,stim,false,-1,590.0,1,0,2,31360,task1,360511,false,false,127,image-keyboard-response,17
true,1,2,0,0,false,q,true,false,0.0-2.0-0.1-0.17-3.17,0,0,0,68,false,stim,false,-1,284.9999999999418,1,0,1,31360,task1,362301,false,false,130,image-keyboard-response,18
true,1,1,0,0,false,q,true,false,0.0-2.0-0.2-0.18-3.18,0,0,0,90,false,stim,false,-1,232.0,1,0,1,31360,task1,364039,false,false,133,image-keyboard-response,19
true,1,0,0,2,false,d,true,false,0.0-2.0-0.2-0.19-3.19,0,0,0,81,false,stim,false,-1,7.0,1,0,0,31360,task1,365551,false,false,136,image-keyboard-response,20
true,1,2,0,0,false,q,true,false,0.0-2.0-0.2-0.20-3.20,0,0,0,68,false,stim,false,-1,80.0,1,0,1,31360,task1,367135,false,false,139,image-keyboard-response,21
true,1,1,0,2,false,d,true,false,0.0-2.0-0.2-0.21-3.21,0,0,0,90,false,stim,false,-1,662.9999999999418,1,0,0,31360,task1,369304,false,false,142,image-keyboard-response,22
true,1,0,0,1,false,z,true,false,0.0-2.0-0.2-0.22-3.22,0,0,0,81,false,stim,false,-1,307.0,1,0,2,31360,task1,371117,false,false,145,image-keyboard-response,23
true,1,2,0,1,false,z,true,false,0.0-2.0-0.2-0.23-3.23,0,0,0,68,false,stim,false,-1,403.0,1,0,2,31360,task1,373024,false,false,148,image-keyboard-response,24
true,1,1,0,0,false,q,true,false,0.0-2.0-0.2-0.24-3.24,0,0,0,90,false,stim,false,-1,411.0,1,0,1,31360,task1,374941,false,false,151,image-keyboard-response,25
true,1,1,0,1,true,z,false,true,0.0-2.0-0.2-0.25-3.25,0,0,0,90,false,stim,false,-1,315.0,1,0,2,31360,task1,376761,false,false,154,image-keyboard-response,26
true,2,1,1,0,false,q,true,false,0.0-2.0-0.2-0.26-3.26,0,0,0,90,true,stim,false,2,633.9999999999418,1,0,0,31360,task1,378901,false,false,157,image-keyboard-response,1
true,2,1,1,2,false,d,false,true,0.0-2.0-0.3-0.27-3.27,0,0,0,90,false,stim,true,1,718.0000000000582,1,0,2,31360,task1,381124,false,true,160,image-keyboard-response,2
true,2,2,1,2,true,d,false,true,0.0-2.0-0.3-0.28-3.28,0,0,0,68,false,stim,false,0,557.9999999999418,1,0,1,31360,task1,383188,false,false,163,image-keyboard-response,3
true,2,0,1,0,true,q,false,true,0.0-2.0-0.3-0.29-3.29,0,0,0,81,false,stim,false,2,542.0,1,0,0,31360,task1,385235,false,false,166,image-keyboard-response,4
true,2,2,1,2,true,d,false,true,0.0-2.0-0.3-0.30-3.30,0,0,0,68,false,stim,false,0,687.0000000000582,1,0,1,31360,task1,387427,false,false,169,image-keyboard-response,5
true,2,1,1,2,false,d,false,true,0.0-2.0-0.3-0.31-3.31,0,0,0,90,false,stim,true,1,531.0,1,0,2,31360,task1,389460,false,true,172,image-keyboard-response,6
true,2,2,1,2,true,d,false,true,0.0-2.0-0.3-0.32-3.32,0,0,0,68,false,stim,false,0,774.0,1,0,1,31360,task1,391736,false,false,175,image-keyboard-response,7
true,2,0,1,0,true,q,false,true,0.0-2.0-0.3-0.33-3.33,0,0,0,81,false,stim,false,2,630.0,1,0,0,31360,task1,393870,false,false,178,image-keyboard-response,8
true,2,2,1,2,true,d,false,true,0.0-2.0-0.3-0.34-3.34,0,0,0,68,false,stim,false,1,997.0,1,0,2,31360,task1,396371,false,false,181,image-keyboard-response,9
true,2,0,1,0,true,q,false,false,0.0-2.0-0.3-0.35-3.35,0,0,0,81,false,stim,false,2,725.0,1,0,0,31360,task1,398602,false,true,184,image-keyboard-response,10
true,2,0,1,2,false,d,true,true,0.0-2.0-0.4-0.36-3.36,0,0,0,81,false,stim,false,1,581.0,1,0,2,31360,task1,400689,false,true,187,image-keyboard-response,11
true,2,2,1,2,true,d,false,true,0.0-2.0-0.4-0.37-3.37,0,0,0,68,false,stim,false,1,491.9999999999418,1,0,2,31360,task1,402687,false,false,190,image-keyboard-response,12
true,2,2,1,2,true,d,false,true,0.0-2.0-0.4-0.38-3.38,0,0,0,68,false,stim,false,1,560.0,1,0,2,31360,task1,404751,false,false,193,image-keyboard-response,13
true,2,1,1,2,false,d,true,true,0.0-2.0-0.4-0.39-3.39,0,0,0,90,false,stim,false,0,649.0,1,0,1,31360,task1,406905,false,true,196,image-keyboard-response,14
true,2,1,1,2,false,d,true,false,0.0-2.0-0.4-0.40-3.40,0,0,0,90,false,stim,false,0,564.0,1,0,1,31360,task1,408974,false,false,199,image-keyboard-response,15
true,2,1,1,2,false,d,true,true,0.0-2.0-0.4-0.41-3.41,0,0,0,90,false,stim,false,0,663.9999999999418,1,0,1,31360,task1,411145,false,true,202,image-keyboard-response,16
true,2,0,1,0,true,q,false,true,0.0-2.0-0.4-0.42-3.42,0,0,0,81,false,stim,false,2,429.0000000000582,1,0,0,31360,task1,413077,false,false,205,image-keyboard-response,17
true,2,0,1,0,true,q,false,true,0.0-2.0-0.4-0.43-3.43,0,0,0,81,false,stim,false,2,402.0000000000582,1,0,0,31360,task1,414981,false,false,208,image-keyboard-response,18
true,2,0,1,0,true,q,false,true,0.0-2.0-0.4-0.44-3.44,0,0,0,81,false,stim,false,2,371.0000000000582,1,0,0,31360,task1,416856,false,false,211,image-keyboard-response,19
true,2,0,1,0,true,q,false,true,0.0-2.0-0.5-0.45-3.45,0,0,0,81,false,stim,false,2,579.0,1,0,0,31360,task1,418939,false,false,214,image-keyboard-response,20
true,2,2,1,2,true,d,false,true,0.0-2.0-0.5-0.46-3.46,0,0,0,68,false,stim,false,1,749.0,1,0,2,31360,task1,421193,false,false,217,image-keyboard-response,21
true,2,1,1,2,false,d,true,false,0.0-2.0-0.5-0.47-3.47,0,0,0,90,false,stim,false,0,648.0000000000582,1,0,1,31360,task1,423345,false,false,220,image-keyboard-response,22
true,2,0,1,0,true,q,false,true,0.0-2.0-0.5-0.48-3.48,0,0,0,81,false,stim,false,2,574.0,1,0,0,31360,task1,425423,false,false,223,image-keyboard-response,23
true,2,2,1,2,true,d,false,true,0.0-2.0-0.5-0.49-3.49,0,0,0,68,false,stim,false,1,592.9999999999418,1,0,2,31360,task1,427521,false,false,226,image-keyboard-response,24
true,2,0,1,0,true,q,false,true,0.0-2.0-0.5-0.50-3.50,0,0,0,81,false,stim,false,2,649.0,1,0,0,31360,task1,429675,false,false,229,image-keyboard-response,25
true,2,1,1,2,false,d,true,false,0.0-2.0-0.5-0.51-3.51,0,0,0,90,false,stim,false,0,779.0,1,0,1,31360,task1,431960,false,false,232,image-keyboard-response,26
true,2,2,1,2,true,d,false,true,0.0-2.0-0.5-0.52-3.52,0,0,0,68,false,stim,false,1,509.0,1,0,2,31360,task1,433974,false,false,235,image-keyboard-response,27
true,2,1,1,2,false,d,true,false,0.0-2.0-0.5-0.53-3.53,0,0,0,90,false,stim,false,0,532.0000000000582,1,0,1,31360,task1,436012,false,false,238,image-keyboard-response,28
true,2,0,1,0,true,q,false,true,0.0-2.0-0.6-0.54-3.54,0,0,0,81,false,stim,false,2,502.9999999999418,1,0,0,31360,task1,438020,false,false,241,image-keyboard-response,29
true,2,2,1,2,true,d,false,true,0.0-2.0-0.6-0.55-3.55,0,0,0,68,false,stim,false,0,374.0,1,0,1,31360,task1,439898,false,false,244,image-keyboard-response,30
true,2,2,1,2,true,d,false,true,0.0-2.0-0.6-0.56-3.56,0,0,0,68,false,stim,false,1,812.0,1,0,2,31360,task1,442214,false,false,247,image-keyboard-response,31
true,2,2,1,2,true,d,false,false,0.0-2.0-0.6-0.57-3.57,0,0,0,68,false,stim,false,0,448.0000000000582,1,0,1,31360,task1,444167,false,true,250,image-keyboard-response,32
true,2,2,1,2,true,d,false,false,0.0-2.0-0.6-0.58-3.58,0,0,0,68,false,stim,false,1,626.0,1,0,2,31360,task1,446299,false,true,253,image-keyboard-response,33
true,2,2,1,2,true,d,false,true,0.0-2.0-0.6-0.59-3.59,0,0,0,68,false,stim,false,1,738.0,1,0,2,31360,task1,448542,false,false,256,image-keyboard-response,34
true,2,2,1,0,false,q,false,false,0.0-2.0-0.6-0.60-3.60,0,0,0,68,false,stim,true,2,496.0,1,0,0,31360,task1,450543,false,false,259,image-keyboard-response,35
true,2,2,1,2,true,d,false,true,0.0-2.0-0.6-0.61-3.61,0,0,0,68,false,stim,false,0,680.0000000000582,1,0,1,31360,task1,452727,false,false,262,image-keyboard-response,36
true,2,0,1,0,true,q,false,true,0.0-2.0-0.6-0.62-3.62,0,0,0,81,false,stim,false,2,526.0,1,0,0,31360,task1,454757,false,false,265,image-keyboard-response,37
true,2,2,1,2,true,d,false,true,0.0-2.0-0.7-0.63-3.63,0,0,0,68,false,stim,false,0,621.9999999999418,1,0,1,31360,task1,456885,false,false,268,image-keyboard-response,38
true,2,2,1,2,true,d,false,true,0.0-2.0-0.7-0.64-3.64,0,0,0,68,false,stim,false,1,659.0,1,0,2,31360,task1,459049,false,false,271,image-keyboard-response,39
true,3,0,1,1,false,z,false,false,0.0-2.0-0.7-0.65-3.65,0,0,0,81,true,stim,true,0,685.0,1,0,0,31360,task1,461240,false,false,274,image-keyboard-response,1
true,3,2,1,0,false,q,false,false,0.0-2.0-0.7-0.66-3.66,0,0,0,68,false,stim,true,2,583.0000000000582,1,0,2,31360,task1,463328,false,false,277,image-keyboard-response,2
true,3,1,1,1,true,z,false,true,0.0-2.0-0.7-0.67-3.67,0,0,0,90,false,stim,false,0,397.9999999999418,1,0,0,31360,task1,465232,false,false,280,image-keyboard-response,3
true,3,2,1,0,false,q,false,false,0.0-2.0-0.7-0.68-3.68,0,0,0,68,false,stim,true,2,602.0,1,0,1,31360,task1,467338,false,false,283,image-keyboard-response,4
true,3,2,1,0,false,q,false,false,0.0-2.0-0.7-0.69-3.69,0,0,0,68,false,stim,true,2,612.0,1,0,2,31360,task1,469456,false,false,286,image-keyboard-response,5
true,3,0,1,0,true,q,false,true,0.0-2.0-0.7-0.70-3.70,0,0,0,81,false,stim,false,2,336.0,1,0,1,31360,task1,471295,false,false,289,image-keyboard-response,6
true,3,1,1,1,true,z,false,true,0.0-2.0-0.7-0.71-3.71,0,0,0,90,false,stim,false,0,833.0000000000582,1,0,0,31360,task1,473631,false,false,292,image-keyboard-response,7
true,3,1,1,1,true,z,false,true,0.0-2.0-0.8-0.72-3.72,0,0,0,90,false,stim,false,0,590.0,1,0,0,31360,task1,475725,false,false,295,image-keyboard-response,8
true,3,0,1,0,true,q,false,true,0.0-2.0-0.8-0.73-3.73,0,0,0,81,false,stim,false,2,557.0,1,0,1,31360,task1,477785,false,false,298,image-keyboard-response,9
true,3,0,1,0,true,q,false,true,0.0-2.0-0.8-0.74-3.74,0,0,0,81,false,stim,false,2,448.0,1,0,1,31360,task1,479753,false,false,301,image-keyboard-response,10
true,3,1,1,1,true,z,false,true,0.0-2.0-0.8-0.75-3.75,0,0,0,90,false,stim,false,0,753.0,1,0,0,31360,task1,482016,false,false,304,image-keyboard-response,11
true,3,0,1,0,true,q,false,true,0.0-2.0-0.8-0.76-3.76,0,0,0,81,false,stim,false,2,582.0000000000582,1,0,2,31360,task1,484103,false,false,307,image-keyboard-response,12
true,3,0,1,0,true,q,false,true,0.0-2.0-0.8-0.77-3.77,0,0,0,81,false,stim,false,2,633.0,1,0,1,31360,task1,486243,false,false,310,image-keyboard-response,13
true,3,0,1,0,true,q,false,true,0.0-2.0-0.8-0.78-3.78,0,0,0,81,false,stim,false,2,654.0,1,0,2,31360,task1,488402,false,false,313,image-keyboard-response,14
true,3,1,1,1,true,z,false,true,0.0-2.0-0.8-0.79-3.79,0,0,0,90,false,stim,false,0,388.0,1,0,0,31360,task1,490296,false,false,316,image-keyboard-response,15
